fdc_id,description,food_category_id,is_breakfast,is_morning_snack,is_lunch,is_afternoon_snack,is_dinner,is_beverage,calories,protein,fat,cholesterol,carbohydrate,sugar,sodium,calcium,iron,potassium,vitamin_c
167526,"Bread, salvadoran sweet cheese (quesadilla salvadorena)",18,1,1,1,1,1,0,374.0,7.12,17.12,59.0,47.84,24.9,510.0,73.0,0.98,350.0,0.0
167532,"Bread, white wheat",18,1,1,1,1,1,0,238.0,10.66,2.15,0.0,43.91,5.0,478.0,684.0,4.89,127.0,0.0
167536,"Snacks, beef jerky, chopped and formed",23,0,1,0,1,0,0,410.0,33.2,25.6,48.0,11.0,9.0,1785.0,20.0,5.42,597.0,0.0
167537,"Snacks, corn-based, extruded, chips, plain",23,0,1,0,1,0,0,539.0,6.17,33.36,0.0,57.27,0.27,514.0,138.0,1.2,144.0,0.0
167542,"Snacks, granola bars, hard, plain",23,0,1,0,1,0,0,471.0,10.1,19.8,0.0,64.4,28.57,294.0,61.0,2.95,336.0,0.9
167547,"Snacks, granola bars, soft, coated, milk chocolate coating, peanut butter",23,0,1,0,1,0,0,508.0,10.2,31.1,12.0,53.4,23.74,193.0,108.0,1.45,339.0,0.6
167549,"Snacks, popcorn, oil-popped, microwave, regular flavor, no trans fat",23,0,1,0,1,0,0,583.0,7.29,43.55,0.0,45.06,0.46,909.0,4.0,1.98,182.0,0.3
167550,"Snacks, popcorn, cakes",23,0,1,0,1,0,0,384.0,9.7,3.1,0.0,80.1,0.72,288.0,9.0,1.87,327.0,0.0
167551,"Snacks, popcorn, caramel-coated, with peanuts",23,0,1,0,1,0,0,400.0,6.4,7.8,0.0,80.7,45.36,177.0,66.0,3.91,355.0,0.0
167552,"Snacks, popcorn, caramel-coated, without peanuts",23,0,1,0,1,0,0,431.0,3.8,12.8,0.0,79.1,53.19,206.0,43.0,1.74,109.0,0.0
167553,"Snacks, potato chips, made from dried potatoes, reduced fat",23,0,1,0,1,0,0,502.0,4.56,26.14,0.0,64.76,0.63,450.0,29.0,1.11,760.0,12.0
167555,"Snacks, pretzels, hard, plain, salted",23,0,1,0,1,0,0,384.0,10.04,2.93,0.0,80.39,2.21,1240.0,27.0,4.58,223.0,2.1
167556,"Snacks, pretzels, hard, confectioner's coating, chocolate-flavor",23,0,1,0,1,0,0,457.0,7.5,16.7,0.0,70.9,38.8,569.0,74.0,2.0,225.0,0.5
167558,"Snacks, tortilla chips, plain, white corn, salted",23,0,1,0,1,0,0,472.0,7.1,20.68,0.0,67.78,0.78,328.0,106.0,1.52,182.0,0.0
167559,"Snacks, tortilla chips, nacho cheese",23,0,1,0,1,0,0,519.0,7.36,27.42,0.0,60.81,2.59,691.0,137.0,1.16,223.0,0.4
167605,"Potatoes, hash brown, refrigerated, prepared, pan-fried in canola oil",11,1,1,1,1,1,0,242.0,3.24,10.3,0.0,33.99,1.16,77.0,10.0,0.74,704.0,2.7
167606,"Sweet Potatoes, french fried, frozen as packaged, salt added in processing",11,1,1,1,1,1,0,182.0,2.16,8.92,0.0,35.58,12.9,146.0,52.0,0.77,409.0,7.5
167660,"Restaurant, Latino, empanadas, beef, prepared",25,0,0,1,0,1,0,335.0,11.31,18.37,26.0,31.19,1.84,440.0,20.0,2.7,190.0,0.7
167662,"Restaurant, Latino, pupusas con queso (pupusas, cheese)",25,0,0,1,0,1,0,256.0,11.72,13.25,32.0,22.39,1.2,400.0,325.0,0.56,120.0,0.0
167664,"Restaurant, Latino, tamale, corn",25,0,0,1,0,1,0,186.0,3.48,7.21,17.0,26.68,7.42,277.0,24.0,0.53,186.0,0.2
167665,"Restaurant, Mexican, spanish rice",25,0,0,1,0,1,0,185.0,3.28,5.29,0.0,31.16,1.3,528.0,20.0,1.15,116.0,0.1
167666,"Restaurant, Mexican, refried beans",25,0,0,1,0,1,0,156.0,6.91,6.77,5.0,16.79,0.78,376.0,57.0,1.62,402.0,0.0
167668,"Restaurant, Chinese, fried rice, without meat",25,0,0,1,0,1,0,174.0,4.05,2.96,18.0,32.79,0.56,387.0,12.0,0.66,76.0,3.8
167669,"CRACKER BARREL, steak fries",25,0,0,1,0,1,0,255.0,3.26,13.18,0.0,30.87,0.86,43.0,19.0,0.69,551.0,0.9
167672,"DENNY'S, french fries",25,0,0,1,0,1,0,282.0,3.41,14.13,0.0,35.2,0.85,44.0,14.0,0.72,492.0,1.6
167674,"Restaurant, Chinese, lemon chicken",25,0,0,1,0,1,0,252.0,11.87,13.55,32.0,20.61,8.18,252.0,40.0,1.22,161.0,2.3
167675,"Restaurant, Chinese, general tso's chicken",25,0,0,1,0,1,0,295.0,12.9,16.36,53.0,23.99,11.6,435.0,12.0,1.16,201.0,1.6
167676,"Restaurant, Chinese, kung pao chicken",25,0,0,1,0,1,0,129.0,9.76,6.98,26.0,6.87,3.03,402.0,20.0,0.76,218.0,7.1
167677,"Restaurant, Chinese, vegetable lo mein, without meat",25,0,0,1,0,1,0,121.0,4.77,2.35,0.0,20.16,2.63,430.0,21.0,1.07,105.0,1.7
167678,"Restaurant, Chinese, chicken and vegetables",25,0,0,1,0,1,0,95.0,8.18,4.56,21.0,5.38,2.93,413.0,20.0,0.56,185.0,8.1
167679,"Restaurant, Chinese, orange chicken",25,0,0,1,0,1,0,262.0,14.46,12.68,61.0,22.46,13.6,553.0,14.0,0.94,209.0,0.9
167680,"Restaurant, Italian, spaghetti with meat sauce",25,0,0,1,0,1,0,121.0,5.79,3.59,9.0,16.4,1.82,230.0,17.0,0.97,172.0,0.7
167681,"Beverages, fruit-flavored drink, dry powdered mix, low calorie, with aspartame",14,1,1,1,1,1,1,218.0,0.45,0.04,0.0,87.38,0.0,404.0,1047.0,0.08,498.0,560.0
167687,"Whipped topping, frozen, low fat",1,1,0,0,0,0,0,224.0,3.0,13.1,2.0,23.6,23.6,72.0,71.0,0.1,101.0,0.0
167688,"Cream substitute, powdered, light",1,1,0,0,0,0,0,431.0,1.9,15.7,0.0,73.4,73.4,229.0,1.0,0.03,902.0,0.0
167696,"Frankfurter, beef, low fat",7,1,1,1,1,1,0,140.0,12.0,9.5,40.0,1.6,0.85,744.0,8.0,1.15,129.0,1.0
167697,"Milk, buttermilk, fluid, cultured, reduced fat",1,1,0,0,0,0,0,56.0,4.1,2.0,8.0,5.3,5.3,105.0,143.0,0.06,180.0,1.5
167703,"Cheese, cottage, lowfat, 1% milkfat, lactose reduced",1,1,0,0,0,0,0,74.0,12.4,1.0,4.0,3.2,2.6,220.0,53.0,0.14,86.0,0.0
167705,"Cheese, parmesan, low sodium",1,1,0,0,0,0,0,451.0,41.6,29.99,79.0,3.7,0.85,63.0,800.0,0.95,107.0,0.0
167707,"Beverages, fruit-flavored drink, powder, with high vitamin C with other added vitamins, low calorie",14,1,1,1,1,1,1,227.0,0.25,0.16,0.0,91.0,0.0,14.0,800.0,0.08,2518.0,2400.0
167708,"Tomato and vegetable juice, low sodium",11,1,1,1,1,1,0,22.0,0.6,0.1,0.0,4.59,3.28,58.0,11.0,0.42,193.0,27.7
167709,"Turkey, wing, smoked, cooked, with skin, bone removed",5,0,0,1,0,1,0,221.0,27.4,12.41,81.0,0.0,0.0,996.0,24.0,1.46,266.0,0.0
167710,"Turkey, drumstick, smoked, cooked, with skin, bone removed",5,0,0,1,0,1,0,200.0,27.9,9.8,85.0,0.0,0.0,996.0,32.0,2.3,280.0,0.0
167711,"Beverages, Chocolate-flavored drink, whey and milk based",14,1,1,1,1,1,1,49.0,0.64,0.4,0.0,10.68,8.68,91.0,100.0,0.33,79.0,2.0
167713,"Turkey, light or dark meat, smoked, cooked, skin and bone removed",5,0,0,1,0,1,0,162.0,29.3,5.0,76.0,0.0,0.0,996.0,25.0,1.78,298.0,0.0
167715,"Cereals ready-to-eat, POST, Shredded Wheat n' Bran, spoon-size",8,1,0,0,0,0,0,339.0,10.93,2.06,0.0,80.65,0.75,0.0,44.0,3.87,391.0,0.0
167716,"Cheese, cottage, lowfat, 1% milkfat, with vegetables",1,1,0,0,0,0,0,67.0,10.9,1.0,3.0,3.0,3.0,403.0,56.0,0.1,86.0,4.0
167717,Yeast extract spread,11,1,1,1,1,1,0,185.0,23.88,0.9,0.0,20.42,1.6,3380.0,67.0,4.04,2100.0,0.0
167719,"Chicken, meatless, breaded, fried",16,1,1,1,1,1,0,234.0,21.28,12.77,0.0,8.51,0.0,400.0,42.0,3.83,300.0,0.0
167722,Tofu yogurt,16,1,1,1,1,1,0,94.0,3.5,1.8,0.0,15.96,1.24,35.0,118.0,1.06,47.0,2.5
167724,"Millet, puffed",8,1,0,0,0,0,0,354.0,13.0,3.4,0.0,80.0,0.55,5.0,8.0,2.81,40.0,0.0
167725,"Cereals ready-to-eat, OAT BRAN FLAKES, HEALTH VALLEY",8,1,0,0,0,0,0,380.0,10.0,3.0,0.0,78.0,22.0,380.0,80.0,2.88,340.0,120.0
167727,"Beverages, ABBOTT, ENSURE PLUS, ready-to-drink",14,1,1,1,1,1,1,141.0,5.16,4.52,2.0,19.88,8.33,95.0,79.0,1.79,175.0,11.9
167730,"Milk, imitation, non-soy",1,1,0,0,0,0,0,46.0,1.6,2.0,0.0,5.3,5.3,55.0,82.0,0.1,150.0,0.0
167734,"Breakfast bar, corn flake crust with fruit",23,0,1,0,1,0,0,376.0,4.4,7.5,0.0,72.8,35.1,337.0,41.0,4.86,197.0,0.0
167735,"Cheese, mozzarella, low sodium",1,1,0,0,0,0,0,280.0,27.5,17.1,54.0,3.1,1.23,16.0,731.0,0.25,95.0,0.0
167748,"Lemon juice from concentrate, canned or bottled",9,1,1,1,1,1,1,17.0,0.45,0.07,0.0,5.62,1.53,24.0,10.0,0.06,109.0,14.3
167751,"Plums, dried (prunes), stewed, without added sugar",9,1,1,1,1,1,0,107.0,0.96,0.16,0.0,28.08,24.98,1.0,19.0,0.41,321.0,2.9
167753,"Prune juice, canned",9,1,1,1,1,1,1,71.0,0.61,0.03,0.0,17.45,16.45,4.0,12.0,1.18,276.0,4.1
167756,"Raspberries, canned, red, heavy syrup pack, solids and liquids",9,1,1,1,1,1,0,91.0,0.83,0.12,0.0,23.36,20.06,3.0,11.0,0.42,94.0,8.7
167757,"Raspberries, frozen, red, sweetened",9,1,1,1,1,1,0,103.0,0.7,0.16,0.0,26.16,21.76,1.0,15.0,0.65,114.0,16.5
167766,"Maraschino cherries, canned, drained",9,1,1,1,1,1,0,165.0,0.22,0.21,0.0,41.97,38.77,4.0,54.0,0.43,21.0,0.0
167767,"Pineapple, canned, juice pack, drained",9,1,1,1,1,1,1,60.0,0.51,0.11,0.0,15.56,14.26,1.0,16.0,0.28,124.0,9.4
167768,"Apricots, canned, heavy syrup, drained",9,1,1,1,1,1,0,83.0,0.64,0.11,0.0,21.31,18.65,4.0,10.0,0.3,143.0,3.1
167770,"Cherries, sweet, canned, pitted, heavy syrup, drained",9,1,1,1,1,1,0,83.0,0.73,0.21,0.0,21.07,16.18,3.0,10.0,0.35,148.0,3.6
167771,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid",9,1,1,1,1,1,1,46.0,0.1,0.13,0.0,11.3,9.62,4.0,8.0,0.12,101.0,38.5
167772,"Applesauce, canned, unsweetened, with added ascorbic acid",9,1,1,1,1,1,0,42.0,0.17,0.1,0.0,11.27,9.39,2.0,4.0,0.23,74.0,21.2
167780,Prune puree,9,1,1,1,1,1,0,257.0,2.1,0.2,0.0,65.1,39.0,23.0,31.0,2.8,852.0,4.3
167781,Candied fruit,9,1,1,1,1,1,0,322.0,0.34,0.07,0.0,82.74,80.68,98.0,18.0,0.17,56.0,0.0
167784,"Guava nectar, canned, with added ascorbic acid",9,1,1,1,1,1,1,63.0,0.09,0.06,0.0,16.25,12.95,6.0,8.0,0.38,39.0,21.1
167785,"Mango nectar, canned",9,1,1,1,1,1,1,51.0,0.11,0.06,0.0,13.12,12.45,5.0,17.0,0.36,24.0,15.2
167786,"Tamarind nectar, canned",9,1,1,1,1,1,1,57.0,0.09,0.12,0.0,14.73,12.7,7.0,10.0,0.75,27.0,7.1
167787,"Pomegranate juice, bottled",9,1,1,1,1,1,1,54.0,0.15,0.29,0.0,13.13,12.65,9.0,11.0,0.1,214.0,0.1
167792,Orange Pineapple Juice Blend,9,1,1,1,1,1,1,51.0,0.41,0.08,0.0,12.2,10.57,4.0,8.0,0.18,150.0,40.7
167794,"Orange juice, chilled, includes from concentrate, with added calcium and vitamins A, D, E",9,1,1,1,1,1,1,49.0,0.68,0.12,0.0,11.54,8.31,2.0,146.0,0.13,178.0,33.6
167795,"Fruit juice smoothie, NAKED JUICE, MIGHTY MANGO",9,1,1,1,1,1,1,63.0,0.42,0.0,0.0,15.0,12.5,4.0,8.0,0.15,142.0,2.5
167796,"Fruit juice smoothie, NAKED JUICE, GREEN MACHINE",9,1,1,1,1,1,1,53.0,0.6,0.26,0.0,12.53,11.15,6.0,11.0,0.42,165.0,8.2
167797,"Fruit juice smoothie, BOLTHOUSE FARMS, BERRY BOOST",9,1,1,1,1,1,1,46.0,0.63,0.02,0.0,10.9,9.3,4.0,10.0,0.21,116.0,108.6
167798,"Fruit juice smoothie, BOLTHOUSE FARMS, GREEN GOODNESS",9,1,1,1,1,1,1,56.0,0.63,0.33,0.0,13.04,11.46,11.0,18.0,0.34,177.0,6.2
167799,"Fruit juice smoothie, BOLTHOUSE FARMS, strawberry banana",9,1,1,1,1,1,1,52.0,0.44,0.3,0.0,12.37,10.33,5.0,11.0,0.32,184.0,47.3
167800,"Apple juice, canned or bottled, unsweetened, with added ascorbic acid, calcium, and potassium",9,1,1,1,1,1,1,48.0,0.12,0.17,0.0,11.49,9.47,5.0,70.0,0.13,184.0,30.3
167803,"Cranberry sauce, whole, canned, OCEAN SPRAY",9,1,1,1,1,1,0,158.0,0.75,0.05,0.0,40.4,31.3,5.0,3.0,0.2,21.0,1.0
167804,"Cranberry sauce, jellied, canned, OCEAN SPRAY",9,1,1,1,1,1,0,160.0,1.05,0.04,0.0,40.61,32.2,5.0,3.0,0.62,34.0,1.0
167805,"Ruby Red grapefruit juice blend (grapefruit, grape, apple), OCEAN SPRAY, bottled, with added vitamin C",9,1,1,1,1,1,1,44.0,0.5,0.1,0.0,10.53,10.3,8.0,10.0,0.14,94.0,49.2
167807,"Cherry juice, tart",9,1,1,1,1,1,1,59.0,0.31,0.54,0.0,13.7,12.21,4.0,13.0,0.42,161.0,0.0
167935,"Bread, pan dulce, sweet yeast bread",18,1,1,1,1,1,0,367.0,9.42,11.58,30.0,56.38,12.5,228.0,86.0,2.87,103.0,1.2
167939,"Garlic bread, frozen",18,1,1,1,1,1,0,350.0,8.36,16.61,0.0,41.72,3.69,544.0,27.0,3.05,103.0,0.2
167943,"Bread, potato",18,1,1,1,1,1,0,266.0,12.5,3.13,0.0,47.07,9.38,375.0,188.0,2.25,718.0,0.0
167944,"Bread, cheese",18,1,1,1,1,1,0,408.0,10.42,20.83,10.0,44.83,2.08,750.0,90.0,2.49,84.0,0.0
167948,"Snacks, corn-based, extruded, onion-flavor",23,0,1,0,1,0,0,499.0,7.7,22.6,0.0,65.1,4.83,950.0,29.0,3.72,143.0,1.8
167949,"Snacks, corn-based, extruded, puffs or twists, cheese-flavor",23,0,1,0,1,0,0,567.0,5.46,36.54,7.0,54.54,3.57,928.0,53.0,1.69,180.0,0.1
167950,"Snacks, KRAFT, CORNNUTS, plain",23,0,1,0,1,0,0,446.0,8.5,15.64,0.0,71.86,0.61,564.0,9.0,1.67,278.0,0.0
167958,"Snacks, oriental mix, rice-based",23,0,1,0,1,0,0,506.0,17.31,25.58,0.0,51.62,3.0,413.0,54.0,2.44,328.0,0.3
167959,"Snacks, popcorn, air-popped",23,0,1,0,1,0,0,387.0,12.94,4.54,0.0,77.78,0.87,8.0,7.0,3.19,329.0,0.0
167960,"Snacks, popcorn, cheese-flavor",23,0,1,0,1,0,0,526.0,9.3,33.2,11.0,51.6,0.79,889.0,113.0,2.24,261.0,0.5
167962,"Snacks, potato chips, barbecue-flavor",23,0,1,0,1,0,0,487.0,6.51,31.06,0.0,55.92,5.47,545.0,32.0,1.36,1186.0,62.4
167964,"Snacks, M&M MARS, COMBOS Snacks Cheddar Cheese Pretzel",23,0,1,0,1,0,0,463.0,9.85,16.92,5.0,66.5,17.6,1117.0,197.0,0.92,130.0,0.0
167966,"Snacks, rice cracker brown rice, plain",23,0,1,0,1,0,0,387.0,8.2,2.8,0.0,81.5,0.89,166.0,11.0,1.49,290.0,0.0
167969,"Snacks, trail mix, regular, with chocolate chips, salted nuts and seeds",23,0,1,0,1,0,0,484.0,14.2,31.9,4.0,44.9,23.88,121.0,109.0,3.39,648.0,1.3
168013,"Bread, multi-grain (includes whole-grain)",18,1,1,1,1,1,0,265.0,13.36,4.23,0.0,43.34,6.39,381.0,103.0,2.5,230.0,0.1
168072,"Restaurant, Chinese, beef and vegetables",25,0,0,1,0,1,0,105.0,7.08,5.3,14.0,7.29,2.41,409.0,22.0,1.11,204.0,11.6
168080,"Restaurant, Chinese, shrimp and vegetables",25,0,0,1,0,1,0,78.0,5.9,4.05,36.0,4.52,2.16,375.0,36.0,0.72,192.0,11.3
168081,"Restaurant, Chinese, sweet and sour chicken",25,0,0,1,0,1,0,250.0,10.1,12.65,27.0,23.86,11.47,246.0,45.0,2.12,158.0,2.4
168083,"Restaurant, Chinese, chicken chow mein",25,0,0,1,0,1,0,85.0,6.76,2.8,16.0,8.29,1.74,311.0,21.0,0.67,124.0,2.0
168084,"Restaurant, Chinese, vegetable chow mein, without meat or noodles",25,0,0,1,0,1,0,43.0,1.34,1.68,0.0,5.74,2.63,344.0,25.0,0.42,136.0,7.2
168085,"OLIVE GARDEN, spaghetti with meat sauce",25,0,0,1,0,1,0,121.0,5.8,3.28,8.0,17.19,1.67,209.0,15.0,1.03,164.0,0.6
168086,"CARRABBA'S ITALIAN GRILL, spaghetti with meat sauce",25,0,0,1,0,1,0,122.0,5.87,3.92,9.0,15.71,1.96,270.0,15.0,0.89,187.0,0.8
168087,"Restaurant, Chinese, sesame chicken",25,0,0,1,0,1,0,293.0,14.33,14.25,59.0,26.88,15.98,482.0,12.0,1.09,204.0,1.0
168089,"Imitation cheese, american or cheddar, low cholesterol",1,1,0,0,0,0,0,390.0,25.0,32.0,15.0,1.0,1.0,670.0,705.0,0.7,55.0,0.0
168095,"Granola bar, soft, milk chocolate coated, peanut butter",23,0,1,0,1,0,0,536.0,9.6,31.2,12.0,54.1,23.63,193.0,108.0,1.45,339.0,0.6
168097,"Cream substitute, liquid, light",1,1,0,0,0,0,0,71.0,0.8,3.5,0.0,9.1,9.1,60.0,1.0,0.56,177.0,0.0
168098,"Cheese, monterey, low fat",1,1,0,0,0,0,0,313.0,28.2,21.6,65.0,0.7,0.56,781.0,705.0,0.72,81.0,0.0
168101,"Bologna, beef, low fat",7,1,1,1,1,1,0,204.0,11.8,14.8,44.0,5.2,0.0,821.0,9.0,1.0,147.0,1.0
168106,Papad,16,1,1,1,1,1,0,371.0,25.56,3.25,4.0,59.87,0.0,1745.0,143.0,7.8,1000.0,0.0
168107,"Rice cake, cracker (include hain mini rice cakes)",23,0,1,0,1,0,0,392.0,7.1,4.3,0.0,81.1,0.88,71.0,11.0,1.49,428.0,0.0
168114,"Cheese, cottage, lowfat, 1% milkfat, no sodium added",1,1,0,0,0,0,0,72.0,12.4,1.0,4.0,2.7,2.7,13.0,61.0,0.14,86.0,0.0
168116,"Snacks, tortilla chips, unsalted, white corn",23,0,1,0,1,0,0,503.0,7.79,23.36,0.0,65.32,1.0,15.0,174.0,2.32,215.0,0.0
168117,"Cranberry juice, unsweetened",9,1,1,1,1,1,1,46.0,0.39,0.13,0.0,12.2,12.1,2.0,8.0,0.25,77.0,9.3
168118,"Beef, bologna, reduced sodium",7,1,1,1,1,1,0,310.0,11.7,28.4,56.0,2.0,0.0,682.0,12.0,1.4,155.0,0.0
168119,"Turnip greens, canned, no salt added",11,1,1,1,1,1,0,19.0,1.36,0.3,0.0,2.81,0.42,29.0,118.0,1.51,141.0,15.5
168120,"Turkey, light or dark meat, smoked, cooked, with skin, bone removed",5,0,0,1,0,1,0,208.0,28.1,9.7,82.0,0.0,0.0,996.0,26.0,1.79,280.0,0.0
168121,"Cheese, pasteurized process, cheddar or American, low sodium",1,1,0,0,0,0,0,376.0,22.2,31.19,94.0,1.6,0.45,7.0,616.0,0.39,162.0,0.0
168122,"Beverages, coffee, instant, with whitener, reduced calorie",14,1,1,1,1,1,1,509.0,1.96,29.1,0.0,59.94,59.0,0.0,18.0,0.06,909.0,0.0
168123,"Beverages, cranberry-apple juice drink, low calorie, with vitamin C added",14,1,1,1,1,1,1,19.0,0.1,0.0,0.0,4.7,4.6,5.0,10.0,0.06,45.0,32.0
168124,"Cheese, swiss, low sodium",1,1,0,0,0,0,0,374.0,28.4,27.4,92.0,3.4,1.31,14.0,961.0,0.17,111.0,0.0
168127,"Snacks, corn-based, extruded, chips, unsalted",23,0,1,0,1,0,0,557.0,6.6,33.4,0.0,57.4,1.41,15.0,124.0,1.7,185.0,2.0
168128,"Beans, baked, canned, no salt added",16,1,1,1,1,1,0,105.0,4.8,0.4,0.0,20.49,7.78,1.0,50.0,0.29,296.0,3.1
168131,"Frankfurter, low sodium",7,1,1,1,1,1,0,312.0,12.0,28.51,61.0,1.8,0.0,311.0,20.0,1.43,166.0,0.0
168137,"Snacks, tortilla chips, light (baked with less oil)",23,0,1,0,1,0,0,465.0,8.7,15.2,0.0,73.4,0.53,400.0,159.0,1.63,272.0,0.2
168138,"Cereals ready-to-eat, POST, HONEY BUNCHES OF OATS, honey roasted",8,1,0,0,0,0,0,401.0,7.12,5.46,0.0,81.19,19.79,454.0,23.0,34.82,209.0,0.0
168139,"Popcorn, microwave, low fat and sodium",23,0,1,0,1,0,0,429.0,12.6,9.5,0.0,73.39,0.54,490.0,11.0,2.28,241.0,0.0
168141,"Cheese, swiss, low fat",1,1,0,0,0,0,0,179.0,28.4,5.1,35.0,3.4,1.33,199.0,961.0,0.17,111.0,0.0
168157,"Lime juice, canned or bottled, unsweetened",9,1,1,1,1,1,1,21.0,0.25,0.23,0.0,6.69,1.37,16.0,12.0,0.23,75.0,6.4
168158,"Blueberries, dried, sweetened",9,1,1,1,1,1,0,317.0,2.5,2.5,0.0,80.0,67.5,3.0,19.0,0.9,214.0,23.8
168162,"Plums, dried (prunes), uncooked",9,1,1,1,1,1,0,240.0,2.18,0.38,0.0,63.88,38.13,2.0,43.0,0.93,732.0,0.6
168164,"Raisins, golden, seedless",9,1,1,1,1,1,0,301.0,3.28,0.2,0.0,80.02,65.7,24.0,64.0,0.98,746.0,3.2
168165,"Raisins, dark, seedless (Includes foods for USDA's Food Distribution Program)",9,1,1,1,1,1,0,299.0,3.3,0.25,0.0,79.32,65.18,26.0,62.0,1.79,744.0,2.3
168168,"Rhubarb, frozen, uncooked",9,1,1,1,1,1,0,21.0,0.55,0.11,0.0,5.1,1.1,2.0,194.0,0.29,108.0,4.8
168169,"Rhubarb, frozen, cooked, with sugar",9,1,1,1,1,1,0,116.0,0.39,0.05,0.0,31.2,28.7,1.0,145.0,0.21,96.0,3.3
168172,"Strawberries, canned, heavy syrup pack, solids and liquids",9,1,1,1,1,1,0,92.0,0.56,0.26,0.0,23.53,21.83,4.0,13.0,0.49,86.0,31.7
168173,"Strawberries, frozen, unsweetened (Includes foods for USDA's Food Distribution Program)",9,1,1,1,1,1,0,35.0,0.43,0.11,0.0,9.13,4.56,2.0,16.0,0.75,148.0,41.2
168174,"Strawberries, frozen, sweetened, sliced",9,1,1,1,1,1,0,96.0,0.53,0.13,0.0,25.92,24.01,3.0,11.0,0.59,98.0,41.4
168178,"Fruit cocktail, canned, heavy syrup, drained",9,1,1,1,1,1,0,70.0,0.47,0.1,0.0,18.8,17.14,6.0,7.0,0.29,90.0,1.9
168179,"Blueberries, canned, light syrup, drained",9,1,1,1,1,1,0,88.0,1.04,0.4,0.0,22.66,17.45,3.0,6.0,0.43,54.0,0.5
168181,"Peaches, canned, heavy syrup, drained",9,1,1,1,1,1,0,72.0,0.52,0.18,0.0,18.43,14.66,6.0,3.0,0.27,94.0,0.7
168182,"Pears, canned, heavy syrup, drained",9,1,1,1,1,1,0,74.0,0.24,0.18,0.0,19.08,16.42,5.0,6.0,0.22,66.0,1.1
168183,"Plums, canned, heavy syrup, drained",9,1,1,1,1,1,0,89.0,0.44,0.14,0.0,23.12,21.58,19.0,10.0,0.84,93.0,0.4
168184,"Tangerines, (mandarin oranges), canned, juice pack, drained",9,1,1,1,1,1,1,38.0,0.75,0.04,0.0,9.41,8.25,5.0,12.0,0.27,136.0,33.9
168185,"Peach nectar, canned, with added ascorbic acid",9,1,1,1,1,1,1,50.0,0.21,0.51,0.0,11.93,11.16,8.0,6.0,0.07,50.0,30.2
168186,"Pear nectar, canned, with added ascorbic acid",9,1,1,1,1,1,1,60.0,0.11,0.01,0.0,15.76,15.16,4.0,5.0,0.26,13.0,27.0
168187,"Pineapple juice, canned or bottled, unsweetened, with added ascorbic acid",9,1,1,1,1,1,1,53.0,0.36,0.12,0.0,12.87,9.98,2.0,13.0,0.31,130.0,43.8
168188,"Apple juice, frozen concentrate, unsweetened, undiluted, with added ascorbic acid",9,1,1,1,1,1,1,166.0,0.51,0.37,0.0,41.0,38.83,25.0,20.0,0.91,448.0,88.9
168189,"Grapefruit juice, white, bottled, unsweetened, OCEAN SPRAY",9,1,1,1,1,1,1,37.0,0.54,0.64,0.0,7.51,7.69,2.0,15.0,0.08,142.0,31.1
168196,"Guanabana nectar, canned",9,1,1,1,1,1,1,59.0,0.11,0.17,0.0,14.93,13.07,8.0,7.0,0.36,25.0,11.1
168197,"Juice, apple and grape blend, with added ascorbic acid",9,1,1,1,1,1,1,50.0,0.16,0.12,0.0,12.46,10.92,7.0,11.0,0.11,96.0,28.2
168198,"Juice, apple, grape and pear blend, with added ascorbic acid and calcium",9,1,1,1,1,1,1,52.0,0.17,0.12,0.0,12.96,9.95,5.0,72.0,0.14,89.0,50.7
168205,"Pineapple juice, canned, not from concentrate, unsweetened, with added vitamins A, C and E",9,1,1,1,1,1,1,50.0,0.36,0.14,0.0,12.18,9.98,3.0,14.0,0.26,132.0,31.3
168206,"Fruit juice smoothie, NAKED JUICE, BLUE MACHINE",9,1,1,1,1,1,1,71.0,0.42,0.0,0.0,16.67,12.08,4.0,0.0,0.15,154.0,25.0
168207,"Grape juice, canned or bottled, unsweetened, with added ascorbic acid and calcium",9,1,1,1,1,1,1,62.0,0.37,0.13,0.0,14.77,14.2,5.0,42.0,0.25,104.0,25.0
168208,"Fruit juice smoothie, ODWALLA, ORIGINAL SUPERFOOD",9,1,1,1,1,1,1,50.0,0.63,0.36,0.0,11.51,10.16,3.0,7.0,0.39,145.0,31.3
168209,"Raspberries, frozen, red, unsweetened",9,1,1,1,1,1,0,56.0,1.15,0.81,0.0,12.55,6.54,4.0,24.0,0.76,184.0,17.6
168210,"Guava nectar, with sucralose, canned",9,1,1,1,1,1,1,48.0,0.3,0.07,0.0,13.3,10.15,6.0,8.0,0.54,33.0,21.3
168212,"Cranberry juice blend, 100% juice, bottled, with added vitamin C and calcium",9,1,1,1,1,1,1,45.0,0.27,0.12,0.0,10.91,9.8,6.0,19.0,0.08,76.0,31.5
168213,"Fruit juice smoothie, ODWALLA, strawberry banana",9,1,1,1,1,1,1,48.0,0.5,0.32,0.0,11.05,9.9,2.0,10.0,0.2,201.0,38.4
168214,"Fruit juice smoothie, NAKED JUICE, strawberry banana",9,1,1,1,1,1,1,50.0,0.48,0.27,0.0,11.66,10.05,2.0,10.0,0.2,201.0,8.4
168386,"Artichokes, (globe or french), cooked, boiled, drained, without salt",11,1,1,1,1,1,0,53.0,2.89,0.34,0.0,11.95,0.99,60.0,21.0,0.61,286.0,7.4
